"CheckId","Title","Category","Service","MaxScore","UserImpact","ImplementationStatus","LicenseRequired","Remediation"
"AATP_SailPoint_MFAforPriviledgedUserAccounts","Assign multi-factor authentication for SailPoint privileged user accounts ",,"Azure ATP","5","Medium",,"M365 Standard-Lizenz","1. Review the list of exposed entities to discover which of your SailPoint privileged user accounts do not have any MFA method assigned.       2. Assign and enforce a multi-factor authentication (MFA) method for all the privileged accounts."
"AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords","Change password for SailPoint privileged User accounts ",,"Azure ATP","5","Medium",,"M365 Standard-Lizenz","1. Review the list of exposed entities to discover which of your SailPoint privileged user accounts has an old password.      2. Take appropriate action on those accounts by resetting their password."
"AATP_Sensor","Install Defender for Identity Sensor on all Domain Controllers",,"Azure ATP","4","low",,"M365 Standard-Lizenz","Go to the activation page in Settings, where you can view the discovered servers recommended for onboarding to the Defender for Identity new sensor. To see the sensors already installed in your environment, go to the sensor page.  You will be scored as a percentage of your deployment progress."
"AATP_ServiceAccountsInPrivilegedGroup"," Identify service accounts in privileged groups",,"Azure ATP","7","Medium",,"M365 Standard-Lizenz","1. Review each service account in the exposed entities list and validate its need for privileged access. 2. Remediate the account by either removing it from the privileged group or disabling the account if it is confirmed to be unused."
"AATP_SIDHistory","Remove unsecure SID history attributes from entities",,"Azure ATP","5","low",,"M365 Standard-Lizenz","1. Review this security control list of exposed entities that has unsecure SID history attributes. 2. Take appropriate action on those entities by removing their unsecure settings.  To achieve a full score, you must remediate all exposed entities."
"AATP_SingleManagedServiceAccountsWithOldPassword","Rotate old password for sMSA and set up valid rotation interval in the GPO",,"Azure ATP","6","Medium",,"M365 Standard-Lizenz","Update password for the sMSA:  1. Open PowerShell with administrative privileges   2. Use the Set-ADServiceAccount Cmdlet to update the password  3. Verify the password update  It is recommended to define automated password change policy for the sMSA (e.g. using GPO or PAM solution)"
"AATP_StaleAccounts","Remove stale Active Directory accounts",,"Azure ATP","5","medium",,"M365 Standard-Lizenz","1. Review the list of exposed entities to discover which of your AD user accounts have not been used for an extended period. 2. If the account is no longer required, disable or delete it to eliminate unnecessary exposure.To achieve a full score, you must remediate all exposed entities."
"AATP_UnsecureAccount","Resolve unsecure account attributes",,"Azure ATP","5","low",,"M365 Standard-Lizenz","1. Review this security control list of exposed entities that has unsecure account attributes. 2. Take appropriate action on those entities by removing their unsecure settings.  To achieve a full score, you must remediate all exposed entities."
"AATP_UnsecureDomain","Resolve unsecure domain configurations",,"Azure ATP","5","low",,"M365 Standard-Lizenz","1. Review this security control list of exposed domains that have unsecure configurations. 2. Take appropriate action on those domains by remediating their unsecure settings. To achieve a full score, you must remediate all exposed entities."
"AATP_Vpn","Configure VPN integration",,"Azure ATP","1","low",,"M365 Standard-Lizenz","Go to the Settings page >, and configure the VPN radius accounting to enable VPN based detections."
"AATP_WeakCipher","Stop weak cipher usage",,"Azure ATP","5","low",,"M365 Standard-Lizenz","1. Review this security control list of exposed entities.  2. Research why the identified clients and servers are using weak ciphers.  3. Remediate the issues and disable use of RC4 and/or other weak ciphers (such as DES/3DES).  To achieve a full score, you must remediate all exposed entities."
"admincenter_owned_apps_and_services","Ensure 'User owned apps and services' is restricted",,"Admincenter","3","Unknown",,"M365 Standard-Lizenz","To prohibit users installing Office Store add-ins and starting 365 trials:  Navigate to Microsoft 365 admin center https://admin.microsoft.com. Click to expand Settings Select Org settings.3. Under Services select User owned apps and services.4. Uncheck Let users access the Office Store and Let users start trials on behalf of your organization.5. Click Save.  Note - Due to temporary limitations, only ""Let users access the Office Store"" will be taken into account in scoring this control. It is suggested to uncheck both settings for the sake of better posture."
"AdminMFAV2","Ensure multifactor authentication is enabled for all users in administrative roles",,"AzureAD","10","Low",,"M365 Standard-Lizenz","We provide step-by-step guidance to select and enable the right MFA method for your organization in the Microsoft 365 admin center. Go to the Microsoft 365 MFA wizard&nbsp;If you would like to perform the implementation yourself, first check what Microsoft Entra ID license you have under &ldquo;Prerequisites&rdquo; in Microsoft Secure Score or see your license type under ""Basic information"" in the Microsoft Entra ID Overview.&nbsp;If you&rsquo;ve invested in Microsoft Entra ID Premium P1 or P2 licenses, you can create a Conditional Access policy from scratch or by using a template. Follow these steps to create a Conditional Access policy from scratch or by using a template&nbsp;If you would like to perform the implementation yourself and you&rsquo;re using Microsoft Entra ID Free, turn on security defaults. Note: Security defaults and Conditional Access can&rsquo;t be used side by side. Enable security defaults&nbsp;Keep track of your admin&rsquo;s progress of registering authentication methods by going to Microsoft Entra ID &gt; Security &gt; Authentication methods &gt; User registration details (requires Microsoft Entra ID Premium P1 or P2 licenses). Go to User registration details&nbsp;"
"AppG_regulate_access_to_sensitive_data","Regulate cloud app access to sensitive data",,"AppG","7","moderate",,"M365 Standard-Lizenz","In app governance, open the predefined policy ""Access to sensitive data"" and activate it.               You can edit the predefined policy to specify an action and add exceptions."
"AppG_unusual_activity_with_priority_account","Regulate apps with priority account consent",,"AppG","7","moderate",,"M365 Standard-Lizenz","In app governance, open the predefined ""Unusual activity from an app with priority account consent"" policy and activate it.               While you have the policy open, you can add an action to take on unused apps and add exceptions."
"BlockLegacyAuthentication","Enable Conditional Access policies to block legacy authentication",,"AzureAD","8","Moderate",,"Microsoft Entra ID Premium Plan 1 (oder M365 Business Premium / E3 / E5)","We provide step-by-step guidance to select and enable the right method to block legacy authentication for your organization in the Microsoft 365 admin center (part of the MFA wizard). Go to the Microsoft 365 MFA wizard&nbsp;If you would like to perform the implementation yourself, first check what Microsoft Entra ID license you have under &ldquo;Prerequisites&rdquo; in Microsoft Secure Score or see your license type under ""Basic information"" in the Microsoft Entra ID Overview.&nbsp;If you&rsquo;ve invested in Microsoft Entra ID Premium P1 or P2 licenses, you can create a Conditional Access policy from scratch or by using a template. Follow these steps to create a Conditional Access policy from scratch or by using a template&nbsp;If you would like to perform the implementation yourself and you&rsquo;re using Microsoft Entra ID Free, turn on security defaults. Note: Security defaults and Conditional Access can&rsquo;t be used side by side. Enable security defaults&nbsp;"
"CustomerLockBoxEnabled","Ensure the customer lockbox feature is enabled",,"EXO","1","Moderate",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","Turn on customer lockbox by:  1. Using a work or school account that has either the global administrator or the Customer Lockbox access approver role assigned, go to https://admin.microsoft.com and sign in.  2. Choose Settings > Org Settings.  3. Select Security & Privacy > Customer Lockbox > Edit, and then move the toggle to On or Off to turn the feature on or off."
"dlp_datalossprevention","Ensure DLP policies are enabled",,"MIP","5","High",,"M365 Standard-Lizenz","Ensure that at least one Microsoft 365 DLP policy exists in the Microsoft 365 Compliance portal"
"exo_individualsharing","Ensure 'External sharing' of calendars is not available",,"EXO","5","High",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","In the Microsoft 365 Exchange admin center, go to&nbsp;Organization &gt; Sharing. Under Individual Sharing, make sure all policies are unticked."
"exo_mailboxaudit","Ensure mailbox auditing for all users is Enabled",,"EXO","3",,,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","To enable mailbox auditing for all users:  Connect to Exchange Online using Connect-ExchangeOnline. Run the following PowerShell command:Set-OrganizationConfig -AuditDisabled $false For each unconfigured MailBox of type Resource Mailboxes, Public Folder Mailboxes or DiscoverySearch Mailbox run:Get-Mailbox -Filter ""Name -eq 'MailBox name'"" | Set-Mailbox -AuditEnabled $true"
"exo_mailtipsenabled","Ensure MailTips are enabled for end users",,"EXO","3","Unknown",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","To enable MailTips, use the Exchange Online PowerShell Module:  Run Microsoft Exchange Online PowerShell Module Connect using &quot;Connect-ExchangeOnline&quot; Run the following PowerShell command:  Set-OrganizationConfig -MailTipsAllTipsEnabled $true -MailTipsExternalRecipientsTipsEnabled $true -MailTipsGroupMetricsEnabled $true -MailTipsLargeAudienceThreshold &apos;25&apos;"
"exo_oauth2clientprofileenabled","Ensure modern authentication for Exchange Online is enabled",,"EXO","3","Unknown",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","To enable modern authentication, use the Exchange Online PowerShell Module:  Run the Microsoft Exchange Online PowerShell Module. Connect to Exchange Online using ""Connect-ExchangeOnline."" Run the following PowerShell command: Set-OrganizationConfig -OAuth2ClientProfileEnabled $True"
"exo_outlookaddins","Ensure users installing Outlook add-ins is not allowed",,"EXO","3","Unknown",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","To prohibit users installing Outlook add-ins:  Navigate to Exchange admin center https://admin.exchange.microsoft.com. Click to expand Roles select User roles. Select Default Role Assignment Policy. In the properties pane on the right click on Manage permissions. Under Other roles uncheck My Custom Apps, My Marketplace Apps and My ReadWriteMailboxApps. Click Save changes.  Note - This security control will take into account only the default policy. It is suggested to set the above for all the policies."
"exo_SPF_records_for_all_domains","Ensure that SPF records are published for all Exchange Domains",,"EXO","5",,,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","follow the instructions on&nbsp;Set up SPF to help prevent spoofing - Office 365 | Microsoft Learn&nbsp;"
"exo_storageproviderrestricted","Ensure additional storage providers are restricted in Outlook on the web",,"EXO","5","Unknown",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","Restrict additional storage providers are restricted using PowerShell:  Connect to Exchange Online using Connect-ExchangeOnline. Run the following PowerShell command:Set-OwaMailboxPolicy -Identity OwaMailboxPolicy-Default -AdditionalStorageProvidersAvailable $false Run the following Powershell command to verify that the value is now False:Get-OwaMailboxPolicy | Format-Table Name, AdditionalStorageProvidersAvailable"
"exo_transportrulesallowlistdomains","Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains",,"EXO","3","Unknown",,"Exchange Online Plan 1/2 (oder M365 Business Standard / E3 / E5)","To modify SCL in mail transport rules so they do not allow any specific domains:  Navigate to&nbsp;Exchange admin center&nbsp;https://admin.exchange.microsoft.com. Click to expand&nbsp;Mail Flow&nbsp;and then select&nbsp;Rules. For each rule that allows specific domains, set the&nbsp;spam confident level (SCL)&nbsp;to 0 or greater.  In ""Do the following"" section, select ""Modify the message properties"" and ""set the spam confidence level (SCL)"" and set to at least 0 (specifying the action for this domain, read more in the references attached below,&nbsp;some options may entirely block mail from this domain).    References:  Spam confidence level | Microsoft Learn Best practices for configuring mail flow rules in Exchange Online | Microsoft Learn Mail flow rules (transport rules) in Exchange Online | Microsoft Learn"
"forms_phishing_protection","Ensure internal phishing protection for Forms is enabled",,"FORMS","6","Unknown",,"M365 Standard-Lizenz","To enable internal phishing protection for Forms:  Navigate to Microsoft 365 admin center https://admin.microsoft.com. 2. Click to expand Settings then select Org settings.3. Under Services select Microsoft Forms.4. Click the checkbox labeled Add internal phishing protection under Phishing protection.5. Click Save."
"IntegratedApps","Ensure user consent to apps accessing company data on their behalf is not allowed",,"AzureAD","4","Moderate",,"M365 Standard-Lizenz","Go to Microsoft Entra ID &gt; Enterprise applications &gt; Consent and permissions. Go to Consent and permissions&nbsp;Select &ldquo;Allow user consent for apps from verified publishers, for selected permissions (Recommended)&ldquo; to follow Microsoft&rsquo;s best practice. Learn more&nbsp;Configure the low-impact permissions that users are allowed to consent to. Click &ldquo;Select permissions to classify as low impact&rdquo;. Learn more&nbsp;Optionally, you can help your users to consent to apps that require admin consent by setting up the admin consent workflow. This step is recommended but not required to get full score. Learn how to configure the admin consent workflow&nbsp;"
"mcas_mda_enabled","Ensure Microsoft Defender for Cloud Apps is enabled and configured",,"MCAS","5",,,"M365 Standard-Lizenz","Enable Defender for Cloud Apps by the following instructions: https://learn.microsoft.com/en-us/defender-cloud-apps/get-started"
"McasFirewallLogUpload","Deploy a log collector to discover shadow IT activity",,"MCAS","1","Low",,"M365 Standard-Lizenz","In the Defender for Cloud Apps portal, go to the Automatic log upload page.   In the Data sources tab, select Add data source to create a data source for your appliance. In the Log collector tab, select Add log collector to add a new one. Follow the instructions provided to deploy Docker and the log collector container."
"MDA_Atlassian_EnableTwoFactorAuth","Enable multi-factor authentication (MFA)",,"MDA_Atlassian","7","Unknown",,"M365 Standard-Lizenz","To require two-step verification from an authentication policy:  Go to admin.atlassian.com. Select your organization if you have more than one. Select Security &gt; Authentication policies. Select Edit for the policy you want to modify. On the Settings page, select Mandatory for ""Two-step verification"".   All policies must be configured this way to comply."
"MDA_Atlassian_ForceSSO","Enable Single Sing On (SSO)",,"MDA_Atlassian","7","Unknown",,"M365 Standard-Lizenz","Copy details from your identity provider to your Atlassian organization   Go to admin.atlassian.com. Select your organization if you have more than one.   Select Security &gt; Identity providers.   Select your identity provider Directory.   Select&nbsp;Set up SAML single sign-on.   Add SAML details.   Save SAML configuration."
"MDA_Atlassian_InactiveTimeoutMins","Enable session timeout for web users",,"MDA_Atlassian","6","Unknown",,"M365 Standard-Lizenz","To select an idle session duration from an authentication policy:   Go to admin.atlassian.com. Select your organization if you have more than one.   Select Security &gt; Authentication policies.   Select Edit for the policy you want to modify.   On the Settings page, select length of time for Idle session duration.  The value should be equal to or lower than 2 hours."
"MDA_Atlassian_mobile_access","Atlassian mobile app security - App access requirement",,"MDA_Atlassian","6","Unknown",,"M365 Standard-Lizenz","To set this policy:  Go to Security and Mobile app policy in the Atlassian admin dashboard. Click on ""Create mobile app policy"" or ""edit"" (in case a policy already exists). Mark all the three options:   Block compromised devices. Require data encryption. Require biometric authentication or a device passcode.   Note that all the three options must be checked in order to comply. Note that the 'minimum OS version' is not mandatory for this control, but the recommendation is to set it to the latest."
"MDA_Atlassian_mobile_dataprotection","Atlassian mobile app security - App data protection",,"MDA_Atlassian","6","Unknown",,"M365 Standard-Lizenz","To set this policy:  Go to Security and Mobile app policy in the Atlassian admin dashboard. Click on ""Create mobile app policy"" or ""edit"" (in case a policy already exists). Mark all the three options:   Disable sharing, saving or backing up content from the mobile app. Disable screenshots and screen recording of the mobile app. Disable cutting or copying content from the mobile app.   Note that all the three options must be checked in order to comply."
"MDA_Atlassian_mobile_UsersAffected","Atlassian mobile app security - Users that are affected by policies",,"MDA_Atlassian","3","Unknown",,"M365 Standard-Lizenz","To set this policy:  Go to Security and Mobile app policy in the Atlassian admin dashboard. Click on ""Create mobile app policy"" or ""edit"" (in case a policy already exists). Set the policy to apply to ""All users with access to your organization's products"""
"MDA_Atlassian_passwordExpiry","Enable Password expiration policies",,"MDA_Atlassian","6","Unknown",,"M365 Standard-Lizenz","To set this policy:In Atlassian admin dashboard Go to Security and Authentication policies for every policy select edit and go to ""Passwords expire every"", check it and set the day to 30 days or lower."
"MDA_CitrixSF_EnableTwoFactorAuth","Enable multi-factor authentication (MFA)",,"MDA_CitrixSF","7","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Login &amp; Security Policy&quot;. In &quot;Two-step verification&quot; set the option on."
"MDA_CitrixSF_ForceSSO","Enable Single Sign on (SSO)",,"MDA_CitrixSF","7","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Login &amp; Security Policy&quot;. In &quot;Single sign-on / SAML 2.0 Configuration&quot; set the option on."
"MDA_CitrixSF_InactiveTimeoutMins","Enable session timeout for web users",,"MDA_CitrixSF","6","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Login &amp; Security Policy&quot;. In &quot;Authentication&quot; set &quot;log inactive users out after&quot; at least 1 hour."
"MDA_CitrixSF_LoginFailLockoutSecs","Enhance 'login maximum attempts' - Lockout timer",,"MDA_CitrixSF","6","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Login &amp; Security Policy&quot;. In &quot;Account lock-out configuration&quot; and set at least three hundred in &quot;failed log in attempts&quot;."
"MDA_CitrixSF_LoginFailMaxAttempts","Enhance 'login maximum attempts' - Number of attempts",,"MDA_CitrixSF","6","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Login &amp; Security Policy&quot;. In &quot;Account lock-out configuration&quot; and set at least five in &quot;failed log in attempts&quot;."
"MDA_CitrixSF_MinimumLength","Enable password minimum length",,"MDA_CitrixSF","4","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Password Requirements&quot;. In &quot;Requirements&quot; set at least 8 in password minimum characters."
"MDA_CitrixSF_MinimumNumeric","Enable password minimum numeric characters",,"MDA_CitrixSF","4","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Password Requirements&quot;. In &quot;Requirements&quot; set at least 1 in number characters."
"MDA_CitrixSF_MinimumSpecialCharacters","Enable password minimum special characters",,"MDA_CitrixSF","4","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Password Requirements&quot;. In &quot;Requirements&quot; set at least 1 in special characters."
"MDA_CitrixSF_PasswordMaxAgeDays","Enable password expiration policies",,"MDA_CitrixSF","4","Unknown",,"M365 Standard-Lizenz","In Citrix | Share file dashboard-  Go to &quot;Settings&gt;Admin Settings&quot;. Go to &quot;Security&gt;Password Requirements&quot;. In &quot;Requirements&quot; set at least 90 in &quot;The password expires after&quot;."
"MDA_DocuSign_EnhancedPassword","Enhance password requirements",,"MDA_DocuSign","4","Unknown",,"M365 Standard-Lizenz","In DocuSign dashboard -  Go to Account &gt; Security setting in the side panel. Set &quot;Login Requirements&quot; -  Minimum password length of 9 characters. Password must include at least:&nbsp;  At least one uppercase character. At least one lowercase character. At least one digit. At least one special character (!, @, #...).   Have a minimum password age of 8 days."
"MDA_DocuSign_PasswordExpires","Password expiry requirements",,"MDA_DocuSign","4","Unknown",,"M365 Standard-Lizenz","In DocuSign dashboard -&nbsp;  Go to Account&nbsp;&gt; Security setting&nbsp;in the side panel. In Password Security, click on &quot;Show Password Rules&quot; button. In the pop-up window, set &quot;Days until password expires&quot; to 180 days."
"MDA_DocuSign_SessionTimeout","Enable session timeout for web users",,"MDA_DocuSign","6","Unknown",,"M365 Standard-Lizenz","In DocuSign dashboard -  Go to Account &gt; Security setting in the side panel. Set &quot;Web App Session Timeout (minutes)&quot; up to 120 minutes. Set &quot;Mobile App Session Timeout (minutes)&quot; up to 120 minutes. &quot; Suppress In Session Certificate Enforcement&quot; option must be set to false."
"MDA_Dropbox_InactiveTimeoutMins","Enable web session timeout for web users",,"MDA_Dropbox","6","Unknown",,"M365 Standard-Lizenz","How to require session policies for Dropbox users  Sign in to dropbox.com&nbsp;with your admin credentials. Click&nbsp;Admin Console. Click&nbsp;Settings. Under&nbsp;Additional Settings,&nbsp;click Web session control. Set the setting next to Fixed session length to 1 week or less. It is also suggested, but not mandatory for compliance, to set the setting next to Idle session length to 30 minutes&nbsp;or less. Click&nbsp;Save changes."
"MDA_GitHub_DependencyInsights","Disable 'Allow members to view dependency insights'",,"MDA_GitHub","4","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Allow members to view dependency insights&quot; option in the &quot;Member organization permissions&quot; section."
"MDA_GitHub_EmailNotificationRestrictedToVerifiedOrApprovedDomains","Enabled 'email notification delivery for this enterprise is restricted to verified or approved domains'",,"MDA_GitHub","3","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Security&nbsp;&gt; Verified &amp; approved domains. Add a new domain and verify it. Check &quot;Restrict email notifications to only approved or verified domains.&quot; option."
"MDA_GitHub_IPallowListConfigurationForOrgResources","Enforce IP allow list configuration for org resources",,"MDA_GitHub","4","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Security &gt; Authentication security. Check &quot;Enable IP allow list configuration for installed GitHub Apps&quot; option."
"MDA_GitHub_OutsideCollabInvitation","Disable 'Allow repository administrators to invite outside collaborators to repositories for this organization",,"MDA_GitHub","4","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Allow repository administrators to invite outside collaborators to repositories for this organization&quot; option in the &quot;Admin repository permissions&quot; section."
"MDA_GitHub_PrivateRepositoryForkingSetting","Disable private repository forking",,"MDA_GitHub","7","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Allow forking of private and internal repositories&quot; option."
"MDA_GitHub_PublicRepoCreation","Disable 'Members will be able to create public repositories, visible to anyone'",,"MDA_GitHub","4","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Public&quot; option in the &quot;Repository creation&quot; section."
"MDA_GitHub_RepoTransferOrDeletion","Disable 'members with admin permissions for repositories can delete or transfer repositories'",,"MDA_GitHub","6","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Allow members to delete or transfer repositories for this organization&quot; option in the &quot;Admin repository permissions&quot; section."
"MDA_GitHub_RepoVisibility_change","Disable 'Allow members to change repository visibilities for this organization'",,"MDA_GitHub","6","Unknown",,"M365 Standard-Lizenz","In top right corner of GitHub, click your profile photo, then click Your enterprise&nbsp;&gt;&nbsp;Next to the organization, click Settings. Go to Access &gt; Member privileges. Disable &quot;Allow members to change repository visibilities for this organization&quot; option in the &quot;Admin repository permissions&quot; section."
"MDA_GitHub_SAML","Enable single sign on (SSO)",,"MDA_GitHub","3","Unknown",,"M365 Standard-Lizenz","On GitHub Enterprise organization page-  Go to Settings &gt; Organization security Select Enable SAML authentication  Fill the fields with the values found in the Admin Portal"
"MDA_Google_EnableTwoFactorAuth","Enable multi-factor authentication (MFA)",,"MDA_Google","7","Unknown",,"M365 Standard-Lizenz","Ensure password expiry policy for Google -  Navigate to Google admin center - http://admin.google.com/ Click Security &gt; Password Management. Chcek Allow users to turn on 2-Step Verification. Check&nbsp;On under&nbsp;Enforcement. Click Save.  Follow steps 3-4 for every organizational unit."
"MDA_NetDocuments_SSO","Adopt SSO (Single sign on) in netDocuments",,"MDA_NetDocuments","7","Unknown",,"M365 Standard-Lizenz","How does an organization start using federated identity with NetDocuments?  In the upper-right corner, select your name &gt;&nbsp;Admin&nbsp;&gt; repository name. In the&nbsp;Navigation Pane, select&nbsp;Security Center&nbsp;&gt;&nbsp;Advanced Authentication. The Advanced Authentication Configuration page has a section titled Federated Identity. Choose the type of federated identity server you will use and configure it. Note: In order to comply with this control, at least 80% of the users must be using SSO."
"MDA_Okta_EnhancedPassword","Enhance password requirements",,"MDA_Okta","4","Unknown",,"M365 Standard-Lizenz","In Okta&apos;s dashboard -&nbsp;  Go to Security &gt; Authentication&nbsp;panel. Under the &quot;Password&quot; tab.&nbsp; Select &quot;Edit&quot; the policy and check the additional complexity requirement options. Lower case, letter Upper case, letter Number (0-9), Symbol (e.g., !@#$%^&amp;*), Does not contain part of username, Does not contain first name and Does not contain last name.   &quot;Minimum length&quot; should be equal or above 8 characters."
"MDA_Okta_MFA","Enable multi-factor authentication",,"MDA_Okta","7","Unknown",,"M365 Standard-Lizenz","In Okta's dashboard -&nbsp;  Go to Security &gt; Multifactor&nbsp;panel. Go to ""Factor Enrollment"" and select ""Add Multifactor Policy"". Note: In order to comply, you must configure default policies as ""required"" (""optional"" is not sufficient)."
"MDA_Okta_PasswordExpires","Password expiry requirements",,"MDA_Okta","4","Unknown",,"M365 Standard-Lizenz","In Okta&apos;s dashboard -&nbsp;  Go to Security &gt; Authentication&nbsp;panel. Under the &quot;Password&quot; tab.&nbsp; Select &quot;Edit&quot; the policy and check the additional Password age&nbsp;options - Enforce password history for last [Minimum of 3] passwords. Minimum password age is [Minimum of one day]. Password expires after [Minimum of 180 days] days. Prompt user [Minimum of five days] days before password expires. Lock out user after [Maximum of 5 attempts] unsuccessful attempts. Account is automatically unlocked after [Minimum of 15] minutes"
"MDA_Okta_SessionTimeout","Enable session timeout for web users",,"MDA_Okta","6","Unknown",,"M365 Standard-Lizenz","In Okta&apos;s dashboard -  Go to Security &gt; Authentication&nbsp;panel. Go to &quot;Sign On&quot; If there isn&apos;t a policy - select &quot;Add New Okta Sing-on Policy&quot;. If a policy exists - select  &quot;Add rule &quot;   In the window, go to  &quot;Session management&quot; and set the properties as following -   Maximum Okta session lifetime to&nbsp;30 days or below.   Expire session after user has been idle on Okta for 120 minutes or below.  Persist session cookies across browser sessions to Disable."
"MDA_SF_disableProtocolSecurity","Remote Site",,"MDA_SF","5","Unknown",,"M365 Standard-Lizenz",
"MDA_SF_enableAdminLoginAsAnyUser","Disable Administrators Can Log In As Any User",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, enter Login Access Policies in the Quick Findbox, then select Login Access Policies.2. Deselect Administrators Can Log in as Any User."
"MDA_SF_enableCacheAndAutocomplete","Disable Caching and Autocomplete on Login Page via Session settings",,"MDA_SF","4","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Uncheck Enable caching and autocomplete on login page."
"MDA_SF_enableClickjackNonsetupSFDC","Enable clickjack protection for non-Setup for Salesforce pages",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Under Clickjack Protection, select Enable clickjack protection for non-Setup pages."
"MDA_SF_enableClickjackNonsetupUser","Enable clickjack protection for customer VisualForce pages with standard headers",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Select Enable clickjack protection for customer Visualforce pages with standard headers."
"MDA_SF_enableClickjackNonsetupUserHeaderless","Enable clickjack protection for customer VisualForce pages with headers disabled",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Select Enable clickjack protection for customer Visualforce pages with headers disabled."
"MDA_SF_enableClickjackSetup","Enable clickjack protection for Setup pages",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings. 2. Under Clickjack Protection, select Enable clickjack protection for Setup pages."
"MDA_SF_enableContentSniffingProtection","Enable Content Sniffing protection",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Select Enable Content Sniffing protectio."
"MDA_SF_enableCSPOnEmail","Enable Content Security Policy protection for email templates",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Select Enable Stricter Content Security Policy."
"MDA_SF_enableCSRFOnGet","Enable CSRF protection on GET requests on non-setup pages",,"MDA_SF","3","Unknown",,"M365 Standard-Lizenz","1. From Setup, in the Quick Find box, enter Session Settings, then select Session Settings.2. Select Enable CSRF protection on GET requests on non-setup pages.."
